199, 99
199, 100
199, 101
198, 102
197, 102
196, 102
195, 102
194, 102
193, 101
192, 101
191, 100
190, 100
189, 100
188, 100
187, 100
186, 101
185, 101
184, 101
183, 101
182, 101
181, 101
180, 101
180, 102
180, 103
179, 104
178, 104
177, 104
176, 104
175, 104
174, 104
173, 104
172, 105
171, 105
170, 106
169, 106
168, 107
167, 107
166, 107
165, 107
164, 108
163, 109
163, 110
162, 111
161, 111
160, 111
160, 112
160, 113
160, 114
160, 115
159, 116
158, 116
158, 117
157, 118
156, 118
155, 118
154, 119
153, 118
153, 117
152, 116
151, 115
150, 114
149, 114
148, 114
147, 114
146, 114
145, 114
144, 114
143, 114
142, 114
141, 115
140, 116
139, 116
138, 116
137, 116
136, 116
135, 116
135, 117
135, 118
135, 119
134, 120
134, 121
133, 122
132, 122
131, 122
130, 122
129, 122
128, 123
128, 124
127, 125
127, 126
126, 127
125, 127
124, 127
123, 127
123, 128
123, 129
123, 130
123, 131
123, 132
123, 133
123, 134
122, 135
121, 135
120, 135
119, 135
118, 135
117, 136
116, 137
116, 138
116, 139
115, 140
114, 140
113, 140
113, 141
113, 142
113, 143
113, 144
113, 145
112, 146
112, 147
112, 148
112, 149
112, 150
113, 151
113, 152
113, 153
113, 154
112, 155
111, 156
111, 157
111, 158
111, 159
111, 160
112, 161
113, 162
113, 163
113, 164
113, 165
114, 165
115, 165
116, 166
115, 167
114, 167
114, 168
114, 169
114, 170
113, 171
113, 172
113, 173
113, 174
113, 175
114, 176
114, 177
114, 178
115, 178
116, 179
116, 180
116, 181
116, 182
116, 183
116, 184
116, 185
117, 185
118, 185
119, 186
119, 187
119, 188
120, 188
121, 189
121, 190
121, 191
121, 192
121, 193
121, 194
122, 194
123, 194
124, 194
125, 194
126, 195
126, 196
126, 197
126, 198
126, 199
126, 200
127, 201
128, 202
128, 203
128, 204
129, 205
130, 205
131, 206
131, 207
131, 208
132, 208
133, 208
134, 209
134, 210
135, 210
136, 210
137, 211
137, 212
137, 213
138, 213
139, 214
139, 215
139, 216
140, 216
141, 216
142, 216
143, 217
143, 218
144, 219
144, 220
144, 221
145, 222
146, 222
147, 223
148, 223
149, 224
149, 225
149, 226
149, 227
149, 228
150, 228
151, 228
152, 228
153, 229
153, 230
154, 230
155, 231
155, 232
156, 233
157, 233
158, 233
159, 233
160, 233
161, 234
162, 234
163, 234
164, 234
165, 235
166, 236
167, 236
168, 237
167, 238
167, 239
167, 240
167, 241
167, 242
168, 243
169, 243
170, 244
170, 245
170, 246
170, 247
171, 247
172, 248
172, 249
172, 250
173, 250
174, 251
175, 251
176, 252
176, 253
176, 254
177, 255
178, 255
179, 255
180, 255
181, 255
182, 255
183, 256
183, 257
183, 258
183, 259
183, 260
184, 261
184, 262
185, 263
185, 264
186, 265
186, 266
187, 266
188, 266
189, 266
190, 266
191, 267
191, 268
191, 269
190, 270
190, 271
190, 272
190, 273
190, 274
191, 274
192, 274
193, 275
193, 276
193, 277
194, 277
195, 278
195, 279
196, 279
197, 280
197, 281
197, 282
197, 283
197, 284
197, 285
197, 286
198, 286
199, 287
199, 288
200, 289
200, 290
200, 291
200, 292
200, 293
201, 294
201, 295
202, 295
203, 296
203, 297
204, 297
205, 298
205, 299
205, 300
205, 301
206, 302
207, 303
208, 304
209, 304
210, 305
210, 306
211, 307
211, 308
211, 309
211, 310
211, 311
211, 312
212, 313
212, 314
212, 315
211, 316
211, 317
211, 318
211, 319
211, 320
212, 320
213, 320
214, 320
215, 320
216, 320
217, 321
217, 322
217, 323
217, 324
218, 324
219, 324
220, 324
221, 324
221, 323
222, 322
223, 322
